VFclass	Virulence factors	Related genes	ma102(Prediction)	ma1265(Prediction)	P.aeruginosa PAO1	P.entomophila L48	P.fluorescens Pf-5	P.fluorescens Pf0-1	P.mendocina ymp	P.putida KT2440	P.putida W619	P.stutzeri A1501	P.syringae 1448A	P.syringae pv. syringae B728a
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4305	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4306	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4307	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4309	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4310	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4311	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4312	-
